,Title,Price,Availability,Rating,Product Page,Genre,Rating_Numeric
355,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World's Most Precious Manuscripts,15.77,In stock,One,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,Nonfiction,1
356,Swell: A Year of Waves,45.58,In stock,One,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,Nonfiction,1
357,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,In stock,Two,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,Nonfiction,2
358,Looking for Lovely: Collecting the Moments that Matter,29.14,In stock,Five,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,Nonfiction,5
359,Let It Out: A Journey Through Journaling,26.79,In stock,Five,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,Nonfiction,5
360,Hamilton: The Revolution,58.79,In stock,Three,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html,Nonfiction,3
361,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,In stock,Four,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html,Nonfiction,4
362,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,In stock,Five,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html,Nonfiction,5
363,Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.8,In stock,Four,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html,Nonfiction,4
364,Brain on Fire: My Month of Madness,49.32,In stock,Five,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html,Nonfiction,5
365,Abstract City,56.37,In stock,Five,https://books.toscrape.com/catalogue/abstract-city_658/index.html,Nonfiction,5
366,13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,In stock,One,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html,Nonfiction,1
367,The Lonely City: Adventures in the Art of Being Alone,33.26,In stock,Two,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html,Nonfiction,2
368,The Diary of a Young Girl,59.9,In stock,Three,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html,Nonfiction,3
369,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,In stock,Three,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html,Nonfiction,3
370,Furiously Happy: A Funny Book About Horrible Things,41.46,In stock,Four,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html,Nonfiction,4
371,"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,In stock,Four,https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html,Nonfiction,4
372,"Mother, Can You Not?",16.89,In stock,Five,https://books.toscrape.com/catalogue/mother-can-you-not_599/index.html,Nonfiction,5
373,A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,In stock,Three,https://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html,Nonfiction,3
374,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,In stock,Two,https://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html,Nonfiction,2
375,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,In stock,Two,https://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html,Nonfiction,2
376,"Zero to One: Notes on Startups, or How to Build the Future",34.06,In stock,Three,https://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,Nonfiction,3
377,Why Not Me?,17.76,In stock,One,https://books.toscrape.com/catalogue/why-not-me_554/index.html,Nonfiction,1
378,When Breath Becomes Air,39.36,In stock,Two,https://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html,Nonfiction,2
379,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45,In stock,Four,https://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,Nonfiction,4
380,Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89,In stock,Five,https://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html,Nonfiction,5
381,Rising Strong,21.82,In stock,Three,https://books.toscrape.com/catalogue/rising-strong_539/index.html,Nonfiction,3
382,Man's Search for Meaning,29.48,In stock,Three,https://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html,Nonfiction,3
383,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,In stock,Two,https://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html,Nonfiction,2
384,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,In stock,Three,https://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html,Nonfiction,3
385,I Will Find You,44.21,In stock,One,https://books.toscrape.com/catalogue/i-will-find-you_524/index.html,Nonfiction,1
386,Brazen: The Courage to Find the You That's Been Hiding,19.22,In stock,Two,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,Nonfiction,2
387,Between the World and Me,56.91,In stock,Four,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html,Nonfiction,4
388,Being Mortal: Medicine and What Matters in the End,55.06,In stock,Four,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html,Nonfiction,4
389,"A Murder Over a Girl: Justice, Gender, Junior High",13.2,In stock,Three,https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html,Nonfiction,3
390,For the Love: Fighting for Grace in a World of Impossible Standards,45.13,In stock,Three,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,Nonfiction,3
391,Finding God in the Ruins: How God Redeems Pain,46.64,In stock,Two,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,Nonfiction,2
392,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,In stock,Four,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,Nonfiction,4
393,In Cold Blood,49.98,In stock,Four,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html,Nonfiction,4
394,"Girl, Interrupted",42.14,In stock,Three,https://books.toscrape.com/catalogue/girl-interrupted_429/index.html,Nonfiction,3
395,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,In stock,Two,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html,Nonfiction,2
396,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,In stock,Four,https://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html,Nonfiction,4
397,My Mother Was Nuts,31.63,In stock,Four,https://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html,Nonfiction,4
398,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,In stock,Three,https://books.toscrape.com/catalogue/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html,Nonfiction,3
399,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,In stock,Three,https://books.toscrape.com/catalogue/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html,Nonfiction,3
400,The Gunning of America: Business and the Making of American Gun Culture,16.81,In stock,Four,https://books.toscrape.com/catalogue/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html,Nonfiction,4
401,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,In stock,Two,https://books.toscrape.com/catalogue/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html,Nonfiction,2
402,God Is Not Great: How Religion Poisons Everything,27.8,In stock,One,https://books.toscrape.com/catalogue/god-is-not-great-how-religion-poisons-everything_323/index.html,Nonfiction,1
403,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,In stock,Three,https://books.toscrape.com/catalogue/we-the-people-the-modern-day-figures-who-have-reshaped-and-affirmed-the-founding-fathers-vision-of-america_302/index.html,Nonfiction,3
404,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,In stock,Three,https://books.toscrape.com/catalogue/very-good-lives-the-fringe-benefits-of-failure-and-the-importance-of-imagination_298/index.html,Nonfiction,3
405,"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,In stock,One,https://books.toscrape.com/catalogue/unstuffed-decluttering-your-home-mind-and-soul_296/index.html,Nonfiction,1
406,Under the Banner of Heaven: A Story of Violent Faith,30.0,In stock,One,https://books.toscrape.com/catalogue/under-the-banner-of-heaven-a-story-of-violent-faith_295/index.html,Nonfiction,1
407,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,In stock,One,https://books.toscrape.com/catalogue/trespassing-across-america-one-mans-epic-never-done-before-and-sort-of-illegal-hike-across-the-heartland_291/index.html,Nonfiction,1
408,The Name of God is Mercy,37.25,In stock,Two,https://books.toscrape.com/catalogue/the-name-of-god-is-mercy_264/index.html,Nonfiction,2
409,Stiff: The Curious Lives of Human Cadavers,36.74,In stock,Three,https://books.toscrape.com/catalogue/stiff-the-curious-lives-of-human-cadavers_226/index.html,Nonfiction,3
410,Spilled Milk: Based on a True Story,49.51,In stock,One,https://books.toscrape.com/catalogue/spilled-milk-based-on-a-true-story_225/index.html,Nonfiction,1
411,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,In stock,Four,https://books.toscrape.com/catalogue/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html,Nonfiction,4
412,Outliers: The Story of Success,14.16,In stock,One,https://books.toscrape.com/catalogue/outliers-the-story-of-success_204/index.html,Nonfiction,1
413,Notes from a Small Island (Notes From a Small Island #1),40.17,In stock,One,https://books.toscrape.com/catalogue/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html,Nonfiction,1
414,Night (The Night Trilogy #1),13.51,In stock,One,https://books.toscrape.com/catalogue/night-the-night-trilogy-1_199/index.html,Nonfiction,1
415,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,In stock,One,https://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html,Nonfiction,1
416,Letter to a Christian Nation,22.2,In stock,One,https://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html,Nonfiction,1
417,Let's Pretend This Never Happened: A Mostly True Memoir,45.11,In stock,One,https://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html,Nonfiction,1
418,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,In stock,One,https://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html,Nonfiction,1
419,Into the Wild,56.7,In stock,Five,https://books.toscrape.com/catalogue/into-the-wild_177/index.html,Nonfiction,5
420,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,In stock,Three,https://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html,Nonfiction,3
421,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,In stock,Two,https://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html,Nonfiction,2
422,Gratitude,26.66,In stock,Five,https://books.toscrape.com/catalogue/gratitude_163/index.html,Nonfiction,5
423,Disrupted: My Misadventure in the Start-Up Bubble,15.28,In stock,Five,https://books.toscrape.com/catalogue/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html,Nonfiction,5
424,Brave Enough,51.32,In stock,Five,https://books.toscrape.com/catalogue/brave-enough_135/index.html,Nonfiction,5
425,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,In stock,Two,https://books.toscrape.com/catalogue/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html,Nonfiction,2
426,Blink: The Power of Thinking Without Thinking,21.74,In stock,Five,https://books.toscrape.com/catalogue/blink-the-power-of-thinking-without-thinking_132/index.html,Nonfiction,5
427,Black Flags: The Rise of ISIS,40.87,In stock,One,https://books.toscrape.com/catalogue/black-flags-the-rise-of-isis_131/index.html,Nonfiction,1
428,Are We Smart Enough to Know How Smart Animals Are?,56.58,In stock,One,https://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html,Nonfiction,1
429,A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,In stock,Four,https://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html,Nonfiction,4
430,"The Suffragettes (Little Black Classics, #96)",11.89,In stock,Two,https://books.toscrape.com/catalogue/the-suffragettes-little-black-classics-96_112/index.html,Nonfiction,2
431,Kindle Paperwhite User's Guide,34.0,In stock,Three,https://books.toscrape.com/catalogue/kindle-paperwhite-users-guide_103/index.html,Nonfiction,3
432,H is for Hawk,57.42,In stock,Five,https://books.toscrape.com/catalogue/h-is-for-hawk_102/index.html,Nonfiction,5
433,Travels with Charley: In Search of America,57.82,In stock,Five,https://books.toscrape.com/catalogue/travels-with-charley-in-search-of-america_90/index.html,Nonfiction,5
434,The Tumor,41.56,In stock,Five,https://books.toscrape.com/catalogue/the-tumor_85/index.html,Nonfiction,5
435,The End of the Jesus Era (An Investigation #1),14.4,In stock,One,https://books.toscrape.com/catalogue/the-end-of-the-jesus-era-an-investigation-1_64/index.html,Nonfiction,1
436,"Eat, Pray, Love",51.32,In stock,Three,https://books.toscrape.com/catalogue/eat-pray-love_16/index.html,Nonfiction,3
437,Rip it Up and Start Again,35.02,In stock,Five,https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html,Music,5
438,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,In stock,Three,https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,Music,3
439,How Music Works,37.32,In stock,Two,https://books.toscrape.com/catalogue/how-music-works_979/index.html,Music,2
440,Love Is a Mix Tape (Music #1),18.03,In stock,One,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,Music,1
441,Please Kill Me: The Uncensored Oral History of Punk,31.19,In stock,Four,https://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,Music,4
442,Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,In stock,Five,https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,Music,5
443,"Chronicles, Vol. 1",52.6,In stock,Two,https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html,Music,2
444,This Is Your Brain on Music: The Science of a Human Obsession,38.4,In stock,One,https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,Music,1
445,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,In stock,Three,https://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html,Music,3
446,No One Here Gets Out Alive,20.02,In stock,Five,https://books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,Music,5
447,Life,31.58,In stock,Five,https://books.toscrape.com/catalogue/life_104/index.html,Music,5
448,Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,In stock,Two,https://books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html,Music,2
449,Forever Rockers (The Rocker #12),28.8,In stock,Three,https://books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html,Music,3
450,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,In stock,Three,https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,Default,3
451,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,In stock,Four,https://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,Default,4
452,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,In stock,Two,https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html,Default,2
453,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,In stock,Three,https://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html,Default,3
454,Aladdin and His Wonderful Lamp,53.13,In stock,Three,https://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html,Default,3
455,Penny Maybe,33.29,In stock,Three,https://books.toscrape.com/catalogue/penny-maybe_965/index.html,Default,3
456,Maude (1883-1993):She Grew Up with the country,18.02,In stock,Two,https://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,Default,2
457,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",20.59,In stock,Five,https://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html,Default,5
458,Soul Reader,39.58,In stock,Two,https://books.toscrape.com/catalogue/soul-reader_926/index.html,Default,2
459,Bossypants,49.46,In stock,Two,https://books.toscrape.com/catalogue/bossypants_883/index.html,Default,2
460,A World of Flavor: Your Gluten Free Passport,42.95,In stock,One,https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html,Default,1
461,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",56.76,In stock,Five,https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html,Default,5
462,Tracing Numbers on a Train,41.6,In stock,Three,https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html,Default,3
463,Thirteen Reasons Why,52.72,In stock,One,https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html,Default,1
464,The Secret (The Secret #1),27.37,In stock,Four,https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html,Default,4
465,The Psychopath Test: A Journey Through the Madness Industry,36.0,In stock,Two,https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html,Default,2
466,The Kite Runner,41.82,In stock,Four,https://books.toscrape.com/catalogue/the-kite-runner_847/index.html,Default,4
467,The Girl on the Train,55.02,In stock,Two,https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html,Default,2
468,The Emerald Mystery,23.15,In stock,Two,https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html,Default,2
469,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.0,In stock,Three,https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html,Default,3
470,The Art of War,33.34,In stock,Five,https://books.toscrape.com/catalogue/the-art-of-war_838/index.html,Default,5
471,Secrets and Lace (Fatal Hearts #1),20.27,In stock,One,https://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html,Default,1
472,Romero and Juliet: A Tragic Tale of Love and Zombies,36.94,In stock,One,https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html,Default,1
473,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,41.06,In stock,One,https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html,Default,1
474,Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children #1),10.76,In stock,One,https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html,Default,1
475,Large Print Heart of the Pride,19.15,In stock,Two,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html,Default,2
476,Grumbles,22.16,In stock,Two,https://books.toscrape.com/catalogue/grumbles_812/index.html,Default,2
477,First Steps for New Christians (Print Edition),29.0,In stock,One,https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html,Default,1
478,Eureka Trivia 6.0,54.59,In stock,Four,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html,Default,4
479,Drive: The Surprising Truth About What Motivates Us,34.95,In stock,Four,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html,Default,4
480,Done Rubbed Out (Reightman & Bailey #1),37.72,In stock,Five,https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html,Default,5
481,Beauty Restored (Riley Family Legacy Novellas #3),11.11,In stock,Two,https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html,Default,2
482,Ayumi's Violin,15.48,In stock,Two,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html,Default,2
483,Anonymous,46.82,In stock,Four,https://books.toscrape.com/catalogue/anonymous_790/index.html,Default,4
484,Amy Meets the Saints and Sages,18.46,In stock,Three,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html,Default,3
485,Amatus,50.54,In stock,Five,https://books.toscrape.com/catalogue/amatus_787/index.html,Default,5
486,V for Vendetta (V for Vendetta Complete),37.1,In stock,Four,https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html,Default,4
487,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,In stock,Two,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,Default,2
488,The Wright Brothers,56.8,In stock,Four,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html,Default,4
489,The Songs of the Gods,44.48,In stock,Five,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html,Default,5
490,The Rosie Project (Don Tillman #1),54.04,In stock,One,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html,Default,1
491,The Power of Habit: Why We Do What We Do in Life and Business,16.88,In stock,Three,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,Default,3
492,Steve Jobs,39.5,In stock,Five,https://books.toscrape.com/catalogue/steve-jobs_737/index.html,Default,5
493,Luckiest Girl Alive,49.83,In stock,Three,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html,Default,3
494,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,In stock,Four,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,Default,4
495,Lady Midnight (The Dark Artifices #1),16.28,In stock,Five,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html,Default,5
496,"Hush, Hush (Hush, Hush #1)",47.02,In stock,Three,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html,Default,3
497,Greek Mythic History,10.23,In stock,Five,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html,Default,5
498,Every Last Word,46.47,In stock,Three,https://books.toscrape.com/catalogue/every-last-word_693/index.html,Default,3
499,Daily Fantasy Sports,36.58,In stock,One,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html,Default,1
500,Clockwork Angel (The Infernal Devices #1),44.14,In stock,One,https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html,Default,1
501,City of Fallen Angels (The Mortal Instruments #4),11.23,In stock,Four,https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html,Default,4
502,City of Bones (The Mortal Instruments #1),43.28,In stock,One,https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html,Default,1
503,City of Ashes (The Mortal Instruments #2),47.27,In stock,One,https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html,Default,1
504,"Carry On, Warrior: Thoughts on Life Unarmed",31.85,In stock,Three,https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html,Default,3
505,Carrie,46.23,In stock,Two,https://books.toscrape.com/catalogue/carrie_671/index.html,Default,2
506,Angels & Demons (Robert Langdon #1),51.48,In stock,Three,https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html,Default,3
507,"The Three Searches, Meaning, and the Story",13.33,In stock,Three,https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html,Default,3
508,Raspberry Pi Electronics Projects for the Evil Genius,49.67,In stock,Four,https://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html,Default,4
509,How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,In stock,Five,https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html,Default,5
510,Eleanor & Park,56.51,In stock,Five,https://books.toscrape.com/catalogue/eleanor-park_616/index.html,Default,5
511,Troublemaker: Surviving Hollywood and Scientology,48.39,In stock,Two,https://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html,Default,2
512,Adultery,20.88,In stock,Five,https://books.toscrape.com/catalogue/adultery_586/index.html,Default,5
513,Unlimited Intuition Now,58.87,In stock,Four,https://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html,Default,4
514,Underlying Notes,11.82,In stock,Two,https://books.toscrape.com/catalogue/underlying-notes_577/index.html,Default,2
515,The New Brand You: Your New Image Makes the Sale for You,44.05,In stock,Five,https://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html,Default,5
516,The Flowers Lied,16.68,In stock,Two,https://books.toscrape.com/catalogue/the-flowers-lied_573/index.html,Default,2
517,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,In stock,Four,https://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html,Default,4
518,Modern Day Fables,47.44,In stock,Two,https://books.toscrape.com/catalogue/modern-day-fables_565/index.html,Default,2
